Provider,IP_NumClaims,IP_NumBeneficiaries,IP_AvgReimbursement,IP_TotalReimbursement,IP_MaxReimbursement,IP_StdReimbursement,IP_MedianReimbursement,IP_AvgDeductible,IP_TotalDeductible,IP_AvgClaimDuration,IP_TotalClaimDuration,IP_MaxClaimDuration,IP_StdClaimDuration,IP_AvgAdmissionDuration,IP_TotalAdmissionDuration,IP_MaxAdmissionDuration,IP_StdAdmissionDuration,IP_NumAttendingPhysicians,IP_NumOperatingPhysicians,IP_NumOtherPhysicians,IP_ClaimsPerBeneficiary,IP_ReimbursementPerDay,IP_ReimbursementPerBeneficiary,IP_TotalPhysicians,IP_TotalUniqueDiagnoses,IP_TotalUniqueProcedures,OP_NumClaims,OP_NumBeneficiaries,OP_AvgReimbursement,OP_TotalReimbursement,OP_MaxReimbursement,OP_StdReimbursement,OP_MedianReimbursement,OP_AvgDeductible,OP_TotalDeductible,OP_AvgClaimDuration,OP_TotalClaimDuration,OP_MaxClaimDuration,OP_StdClaimDuration,OP_NumAttendingPhysicians,OP_NumOperatingPhysicians,OP_NumOtherPhysicians,OP_ClaimsPerBeneficiary,OP_ReimbursementPerDay,OP_ReimbursementPerBeneficiary,OP_TotalUniqueDiagnoses,OP_TotalUniqueProcedures,PotentialFraud
PRV54550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,264.2857142857143,5550.0,2400.0,553.3856831231851,40.0,0.0,0.0,2.4285714285714284,51.0,20.0,6.169047159581685,1.0,1.0,1.0,1.6153846153846154,108.82352941176471,426.9230769230769,42.0,0.0,0
PRV54551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,280.0,1960.0,1300.0,468.86387505685843,60.0,0.0,0.0,1.4285714285714286,10.0,10.0,3.779644730092272,1.0,2.0,1.0,1.4,196.0,392.0,33.0,0.0,0
PRV54552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,28.0,252.66666666666666,11370.0,2100.0,421.12079890778045,80.0,4.444444444444445,200.0,0.8,36.0,20.0,3.6030290287226636,3.0,2.0,3.0,1.6071428571428572,315.8333333333333,406.07142857142856,129.0,0.0,0
PRV54553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,207.77777777777777,3740.0,1700.0,385.5409577014607,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.5,0.0,311.6666666666667,50.0,0.0,0
PRV54554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,8.0,268.84615384615387,6990.0,3050.0,590.4799872854416,95.0,0.0,0.0,0.46153846153846156,12.0,4.0,1.066987131347674,2.0,2.0,2.0,3.25,582.5,873.75,79.0,0.0,0
PRV54555,6.0,6.0,8500.0,51000.0,18000.0,5753.25994545701,8000.0,1068.0,6408.0,7.0,42.0,20.0,6.957010852370434,7.0,42.0,20.0,6.957010852370434,5.0,2.0,0.0,1.0,1214.2857142857142,8500.0,7.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV54557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0,263.0,279.9468085106383,157890.0,14090.0,813.6114460155335,70.0,3.0673758865248226,1730.0,1.5407801418439717,869.0,20.0,4.908408354007818,40.0,27.0,31.0,2.1444866920152093,181.6915995397008,600.3422053231939,1038.0,0.0,1
PRV54558,15.0,14.0,12000.0,180000.0,36000.0,8289.408043659434,9000.0,1068.0,16020.0,6.2,93.0,17.0,4.6475800154489,6.2,93.0,17.0,4.6475800154489,15.0,7.0,2.0,1.0714285714285714,1935.483870967742,12857.142857142857,24.0,128.0,10.0,58.0,55.0,309.82758620689657,17970.0,2600.0,537.6410182350379,85.0,1.206896551724138,70.0,1.103448275862069,64.0,20.0,4.132412129259327,38.0,11.0,20.0,1.0545454545454545,280.78125,326.72727272727275,159.0,0.0,0
PRV54559,24.0,21.0,10208.333333333334,245000.0,43000.0,9864.20479470515,7500.0,1068.0,24564.0,5.833333333333333,140.0,20.0,4.887131875754378,5.833333333333333,140.0,20.0,4.887131875754378,18.0,13.0,3.0,1.1428571428571428,1750.0,11666.666666666666,34.0,179.0,16.0,42.0,37.0,251.42857142857142,10560.0,3000.0,613.357697844599,90.0,0.47619047619047616,20.0,2.1666666666666665,91.0,20.0,5.909548563777294,34.0,7.0,17.0,1.135135135135135,116.04395604395604,285.4054054054054,119.0,0.0,0
PRV54560,40.0,36.0,11400.0,456000.0,50000.0,11081.97890316781,8500.0,1068.0,42720.0,5.4,216.0,35.0,6.67486675176712,5.4,216.0,35.0,6.67486675176712,28.0,16.0,6.0,1.1111111111111112,2111.1111111111113,12666.666666666666,50.0,279.0,20.0,58.0,54.0,294.48275862068965,17080.0,2600.0,617.1018068750056,65.0,0.0,0.0,2.2241379310344827,129.0,20.0,6.064111000489297,33.0,10.0,17.0,1.0740740740740742,132.4031007751938,316.2962962962963,121.0,0.0,1
PRV54561,25.0,23.0,8652.0,216300.0,51000.0,10092.617764154815,8000.0,1068.0,26700.0,5.4,135.0,13.0,3.082207001484488,5.4,135.0,13.0,3.082207001484488,11.0,6.0,2.0,1.0869565217391304,1602.2222222222222,9404.347826086956,19.0,187.0,12.0,161.0,86.0,331.49068322981367,53370.0,3300.0,612.3359077950233,90.0,2.2360248447204967,360.0,2.062111801242236,332.0,20.0,5.6763648589940345,37.0,15.0,19.0,1.872093023255814,160.75301204819277,620.5813953488372,371.0,0.0,0
PRV54562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,75.0,279.1747572815534,57510.0,2700.0,516.2612295299681,80.0,2.1359223300970873,440.0,1.1990291262135921,247.0,20.0,4.402238790647235,8.0,8.0,7.0,2.7466666666666666,232.834008097166,766.8,459.0,0.0,0
PRV54563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,172.0,296.14232209737827,79070.0,4060.0,670.6626915474613,70.0,4.082397003745318,1090.0,1.6666666666666667,445.0,20.0,5.040935187931135,39.0,20.0,32.0,1.552325581395349,177.68539325842696,459.7093023255814,539.0,0.0,0
PRV54564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803.0,330.0,286.1519302615193,229780.0,14020.0,720.0149013632789,70.0,2.8019925280199254,2250.0,1.7048567870485678,1369.0,20.0,5.1330248356359025,69.0,53.0,55.0,2.433333333333333,167.84514243973703,696.3030303030303,1395.0,0.0,0
PRV54565,39.0,34.0,9948.71794871795,388000.0,57000.0,9544.76631995588,7000.0,1068.0,40584.0,5.794871794871795,226.0,35.0,5.9479297025342195,5.794871794871795,226.0,35.0,5.9479297025342195,27.0,15.0,4.0,1.1470588235294117,1716.8141592920354,11411.764705882353,46.0,286.0,19.0,91.0,75.0,265.16483516483515,24130.0,3300.0,514.9290407152396,80.0,2.197802197802198,200.0,1.3296703296703296,121.0,20.0,4.626145371821014,58.0,13.0,31.0,1.2133333333333334,199.4214876033058,321.73333333333335,204.0,0.0,0
PRV54566,40.0,34.0,17100.0,684000.0,103000.0,24762.25415363534,8500.0,1068.0,41652.0,6.6,264.0,29.0,7.192588778272628,6.6,264.0,29.0,7.192588778272628,33.0,24.0,6.0,1.1764705882352942,2590.909090909091,20117.647058823528,63.0,259.0,32.0,268.0,213.0,267.3880597014925,71660.0,3300.0,544.3766721721366,80.0,1.5671641791044777,420.0,1.8619402985074627,499.0,20.0,5.312656004687085,125.0,41.0,63.0,1.2582159624413145,143.6072144288577,336.4319248826291,562.0,0.0,1
PRV54567,6.0,5.0,18000.0,108000.0,37000.0,13114.877048604001,11500.0,1068.0,6408.0,7.333333333333333,44.0,11.0,4.457203906785808,7.333333333333333,44.0,11.0,4.457203906785808,4.0,4.0,1.0,1.2,2454.5454545454545,21600.0,9.0,56.0,6.0,51.0,30.0,91.96078431372548,4690.0,600.0,135.15945557515593,50.0,1.9607843137254901,100.0,0.9411764705882353,48.0,20.0,3.987037821269732,21.0,6.0,14.0,1.7,97.70833333333333,156.33333333333334,93.0,1.0,0
PRV54568,5.0,5.0,8800.0,44000.0,12000.0,2683.2815729997474,10000.0,1068.0,5340.0,4.2,21.0,8.0,3.1144823004794873,4.2,21.0,8.0,3.1144823004794873,5.0,3.0,1.0,1.0,2095.2380952380954,8800.0,9.0,41.0,3.0,51.0,43.0,189.01960784313727,9640.0,3300.0,491.1995720762011,70.0,0.0,0.0,1.0392156862745099,53.0,20.0,3.7574501157765248,23.0,7.0,12.0,1.186046511627907,181.88679245283018,224.1860465116279,139.0,0.0,0
PRV54569,12.0,8.0,15916.666666666666,191000.0,49000.0,16205.825738875137,8000.0,1068.0,12816.0,4.75,57.0,11.0,3.165869118066518,4.75,57.0,11.0,3.165869118066518,6.0,6.0,2.0,1.5,3350.877192982456,23875.0,14.0,97.0,9.0,51.0,37.0,359.80392156862746,18350.0,3300.0,667.5851711836577,100.0,1.7647058823529411,90.0,1.2745098039215685,65.0,20.0,4.762681729330856,24.0,6.0,12.0,1.3783783783783783,282.3076923076923,495.94594594594594,119.0,0.0,0
PRV54571,4.0,4.0,12000.0,48000.0,20000.0,8286.535263104035,12500.0,1068.0,4272.0,6.25,25.0,14.0,5.188127472091128,6.25,25.0,14.0,5.188127472091128,2.0,2.0,0.0,1.0,1920.0,12000.0,4.0,37.0,3.0,13.0,13.0,200.76923076923077,2610.0,1100.0,300.4846512569746,80.0,0.0,0.0,3.5384615384615383,46.0,20.0,7.113547926496603,6.0,2.0,4.0,1.0,56.73913043478261,200.76923076923077,24.0,0.0,0
PRV54572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,117.0,363.7671232876712,53110.0,3300.0,747.9942286435646,70.0,1.8493150684931507,270.0,1.773972602739726,259.0,20.0,5.181892275787379,34.0,21.0,30.0,1.2478632478632479,205.05791505791507,453.9316239316239,349.0,0.0,0
PRV54573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,270.90909090909093,5960.0,2800.0,622.9339878725139,50.0,5.454545454545454,120.0,0.9545454545454546,21.0,20.0,4.259189199917356,8.0,3.0,6.0,1.5714285714285714,283.8095238095238,425.7142857142857,48.0,0.0,0
PRV54574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,24.0,222.85714285714286,7800.0,2400.0,423.8102476939652,70.0,3.7142857142857144,130.0,0.9428571428571428,33.0,20.0,3.977457487796305,12.0,2.0,7.0,1.4583333333333333,236.36363636363637,325.0,67.0,0.0,0
PRV54575,33.0,31.0,13545.454545454546,447000.0,95000.0,18038.311501306925,7000.0,1068.0,33108.0,7.151515151515151,236.0,33.0,7.961317463685,7.151515151515151,236.0,33.0,7.961317463685,13.0,10.0,4.0,1.064516129032258,1894.0677966101696,14419.354838709678,27.0,247.0,21.0,240.0,132.0,237.83333333333334,57080.0,3300.0,573.5701645067265,60.0,2.0833333333333335,500.0,1.6333333333333333,392.0,20.0,5.061022327691779,15.0,11.0,48.0,1.8181818181818181,145.6122448979592,432.42424242424244,509.0,0.0,0
PRV54576,14.0,14.0,8071.428571428572,113000.0,18000.0,4514.323967009997,7000.0,1068.0,12816.0,6.285714285714286,88.0,17.0,5.3554942518238855,6.285714285714286,88.0,17.0,5.3554942518238855,12.0,6.0,3.0,1.0,1284.090909090909,8071.428571428572,21.0,97.0,7.0,2.0,2.0,50.0,100.0,80.0,42.42640687119285,50.0,0.0,0.0,10.0,20.0,20.0,14.142135623730951,2.0,0.0,1.0,1.0,5.0,50.0,3.0,0.0,0
PRV54577,45.0,42.0,10888.888888888889,490000.0,57000.0,11209.213382145272,9000.0,1068.0,45924.0,5.533333333333333,249.0,16.0,4.04856877067799,5.533333333333333,249.0,16.0,4.04856877067799,13.0,11.0,3.0,1.0714285714285714,1967.871485943775,11666.666666666666,27.0,310.0,26.0,16.0,15.0,250.625,4010.0,1600.0,389.8284879277039,100.0,0.0,0.0,2.5,40.0,20.0,5.988878581726856,12.0,4.0,6.0,1.0666666666666667,100.25,267.3333333333333,46.0,0.0,0
PRV54578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,37.0,313.3766233766234,24130.0,3000.0,604.6956833369517,70.0,5.064935064935065,390.0,0.5194805194805194,40.0,20.0,2.4794438553539297,27.0,11.0,21.0,2.081081081081081,603.25,652.1621621621622,198.0,0.0,0
PRV54579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,645.0,1290.0,1200.0,784.8885271170677,645.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,645.0,2.0,0.0,0
PRV54580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,19.0,242.66666666666666,7280.0,3200.0,596.4662220302072,60.0,2.0,60.0,1.3666666666666667,41.0,20.0,5.068382951901566,15.0,4.0,7.0,1.5789473684210527,177.5609756097561,383.1578947368421,71.0,0.0,0
PRV54581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,196.36363636363637,2160.0,900.0,307.0267977643882,60.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.2222222222222223,0.0,240.0,17.0,0.0,0
PRV54582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,35.0,267.0422535211268,18960.0,3100.0,540.7518426524239,90.0,4.225352112676056,300.0,0.6056338028169014,43.0,17.0,2.5661470464460727,14.0,8.0,6.0,2.0285714285714285,440.93023255813955,541.7142857142857,156.0,0.0,0
PRV54585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,34.0,301.6,22620.0,3300.0,629.8928265768494,60.0,4.266666666666667,320.0,2.013333333333333,151.0,20.0,5.726876733186869,13.0,5.0,8.0,2.2058823529411766,149.80132450331126,665.2941176470588,181.0,0.0,0
PRV54587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,50.0,150.0,70.0,26.457513110645905,60.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.5,0.0,75.0,6.0,0.0,0
PRV54588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,47.0,273.3333333333333,17220.0,2900.0,510.0917058599333,80.0,1.9047619047619047,120.0,1.2063492063492063,76.0,20.0,4.59016736696313,5.0,4.0,4.0,1.3404255319148937,226.57894736842104,366.3829787234043,143.0,0.0,0
PRV54589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,154.54545454545453,1700.0,700.0,198.96550637553418,60.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,2.2,0.0,340.0,29.0,0.0,0
PRV54590,1.0,1.0,16000.0,16000.0,16000.0,0.0,16000.0,1068.0,1068.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,8000.0,16000.0,2.0,10.0,1.0,65.0,34.0,195.3846153846154,12700.0,2300.0,353.1424859523637,70.0,2.769230769230769,180.0,1.4923076923076923,97.0,20.0,4.76682243783489,6.0,3.0,5.0,1.911764705882353,130.9278350515464,373.52941176470586,152.0,0.0,0
PRV54591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,14.0,184.0,8280.0,1110.0,245.88800111211017,80.0,1.7777777777777777,80.0,1.2444444444444445,56.0,20.0,3.908938216421178,8.0,4.0,5.0,3.2142857142857144,147.85714285714286,591.4285714285714,116.0,0.0,0
PRV54593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,22.0,313.14285714285717,10960.0,3300.0,689.1289106271662,70.0,0.8571428571428571,30.0,0.9714285714285714,34.0,20.0,3.729735160805375,1.0,1.0,0.0,1.5909090909090908,322.3529411764706,498.1818181818182,92.0,0.0,0
PRV54595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,692.7272727272727,7620.0,2300.0,882.8600218504732,100.0,0.0,0.0,3.6363636363636362,40.0,20.0,8.090398349558905,4.0,3.0,3.0,1.2222222222222223,190.5,846.6666666666666,25.0,0.0,0
PRV54596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,20.0,257.65625,16490.0,1800.0,390.0945843282398,100.0,2.34375,150.0,1.125,72.0,20.0,4.3296687801761164,1.0,1.0,1.0,3.2,229.02777777777777,824.5,195.0,0.0,0
PRV54597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,333.3333333333333,5000.0,3300.0,839.4442606073775,70.0,0.6666666666666666,10.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.5,0.0,500.0,40.0,0.0,0
PRV54598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,112.22222222222223,1010.0,300.0,108.14085465005557,70.0,0.0,0.0,0.1111111111111111,1.0,1.0,0.33333333333333337,6.0,2.0,3.0,1.2857142857142858,1010.0,144.28571428571428,25.0,0.0,0
PRV54599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,224.7058823529412,3820.0,800.0,216.8270522518703,100.0,3.5294117647058822,60.0,1.1764705882352942,20.0,18.0,4.347920395396618,6.0,1.0,3.0,1.5454545454545454,191.0,347.27272727272725,41.0,0.0,0
PRV54601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,64.54545454545455,710.0,200.0,54.472678723124375,50.0,5.454545454545454,60.0,1.8181818181818181,20.0,20.0,6.030226891555272,3.0,2.0,3.0,1.8333333333333333,35.5,118.33333333333333,25.0,0.0,0
PRV54602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,122.14285714285714,1710.0,700.0,185.18924089982912,60.0,2.142857142857143,30.0,2.857142857142857,40.0,20.0,7.262730392025629,5.0,2.0,2.0,1.0769230769230769,42.75,131.53846153846155,30.0,0.0,0
PRV54603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,32.0,283.859649122807,16180.0,3300.0,564.1199036234764,90.0,4.912280701754386,280.0,1.9824561403508771,113.0,20.0,5.7211737933692275,9.0,6.0,6.0,1.78125,143.18584070796462,505.625,128.0,0.0,0
PRV54604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,15.0,216.8421052631579,8240.0,1500.0,317.30371896831554,100.0,1.8421052631578947,70.0,0.5789473684210527,22.0,9.0,1.8252223699751633,3.0,2.0,3.0,2.533333333333333,374.54545454545456,549.3333333333334,115.0,1.0,0
PRV54606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,188.75,1510.0,900.0,293.18144065212783,90.0,0.0,0.0,2.5,20.0,20.0,7.0710678118654755,4.0,2.0,3.0,1.0,75.5,188.75,24.0,0.0,0
PRV54608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,10.0,322.72727272727275,10650.0,3300.0,628.0986821714042,80.0,0.0,0.0,2.515151515151515,83.0,20.0,6.1498029039617,2.0,2.0,1.0,3.3,128.3132530120482,1065.0,67.0,0.0,0
PRV54609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,14.0,381.3333333333333,17160.0,2300.0,609.525150499066,90.0,3.7777777777777777,170.0,0.6666666666666666,30.0,20.0,3.24037034920393,4.0,3.0,4.0,3.2142857142857144,572.0,1225.7142857142858,117.0,0.0,0
PRV54610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,21.0,321.55555555555554,14470.0,2900.0,634.733142049603,80.0,4.222222222222222,190.0,2.688888888888889,121.0,20.0,6.215165551156527,3.0,2.0,3.0,2.142857142857143,119.58677685950413,689.047619047619,106.0,0.0,0
PRV54611,1.0,1.0,4000.0,4000.0,4000.0,0.0,4000.0,1068.0,1068.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2000.0,4000.0,1.0,7.0,0.0,5.0,5.0,152.0,760.0,400.0,154.82247898803325,80.0,20.0,100.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,152.0,8.0,0.0,0
PRV54612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,93.33333333333333,1120.0,400.0,110.56329600840608,60.0,7.5,90.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,0.0,280.0,25.0,0.0,0
PRV54614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,96.0,1440.0,300.0,93.10516327557472,50.0,2.6666666666666665,40.0,0.6,9.0,9.0,2.32379000772445,4.0,3.0,4.0,1.875,160.0,180.0,51.0,0.0,0
PRV54615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,62.0,310.0,100.0,33.46640106136302,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.5,0.0,155.0,7.0,0.0,0
PRV54616,2.0,2.0,11500.0,23000.0,18000.0,9192.388155425118,11500.0,1068.0,2136.0,4.0,8.0,4.0,0.0,4.0,8.0,4.0,0.0,1.0,1.0,1.0,1.0,2875.0,11500.0,3.0,15.0,2.0,3.0,3.0,103.33333333333333,310.0,200.0,95.04384952922169,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,103.33333333333333,5.0,0.0,0
PRV54618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,18.0,318.75,10200.0,2300.0,453.72828304912804,95.0,5.625,180.0,0.0625,2.0,2.0,0.35355339059327373,1.0,1.0,1.0,1.7777777777777777,5100.0,566.6666666666666,79.0,0.0,0
