Provider,IP_NumClaims,IP_NumBeneficiaries,IP_AvgReimbursement,IP_TotalReimbursement,IP_MaxReimbursement,IP_StdReimbursement,IP_MedianReimbursement,IP_AvgDeductible,IP_TotalDeductible,IP_AvgClaimDuration,IP_TotalClaimDuration,IP_MaxClaimDuration,IP_StdClaimDuration,IP_AvgAdmissionDuration,IP_TotalAdmissionDuration,IP_MaxAdmissionDuration,IP_StdAdmissionDuration,IP_NumAttendingPhysicians,IP_NumOperatingPhysicians,IP_NumOtherPhysicians,IP_ClaimsPerBeneficiary,IP_ReimbursementPerDay,IP_ReimbursementPerBeneficiary,IP_TotalPhysicians,IP_TotalUniqueDiagnoses,IP_TotalUniqueProcedures
PRV54739,45,40,13288.888888888889,598000,57000,12492.947505442316,9000.0,1068.0,44856.0,6.666666666666667,300,35,7.128687243678307,6.666666666666667,300,35,7.128687243678307,5,5,1,1.125,1993.3333333333333,14950.0,11,325,31
PRV54742,231,198,10822.077922077922,2499900,125000,12429.889887685598,8000.0,1068.0,241368.0,5.597402597402597,1293,35,5.221010414269086,5.597402597402597,1293,35,5.221010414269086,2,2,0,1.1666666666666667,1933.4106728538284,12625.757575757576,4,1267,111
PRV54743,7,7,9857.142857142857,69000,18000,5785.8612562167855,9000.0,1068.0,6408.0,9.142857142857142,64,34,11.810003830490084,9.142857142857142,64,34,11.810003830490084,7,5,2,1.0,1078.125,9857.142857142857,14,58,7
PRV54745,10,10,8000.0,80000,14000,3972.1250959376616,8000.0,1068.0,10680.0,5.4,54,15,3.6270588023294517,5.4,54,15,3.6270588023294517,7,6,4,1.0,1481.4814814814815,8000.0,17,83,9
PRV54756,3,3,3666.6666666666665,11000,4000,577.3502691896258,4000.0,1068.0,3204.0,2.3333333333333335,7,5,2.3094010767585034,2.3333333333333335,7,5,2.3094010767585034,3,0,0,1.0,1571.4285714285713,3666.6666666666665,3,16,0
PRV54757,15,15,7000.0,105000,16000,4035.5562548072953,6000.0,1068.0,13884.0,5.2,78,18,4.988558337407139,5.2,78,18,4.988558337407139,14,10,4,1.0,1346.1538461538462,7000.0,28,116,10
PRV54759,5,5,6800.0,34000,15000,5019.960159204454,5000.0,1068.0,5340.0,4.2,21,7,2.7748873851023212,4.2,21,7,2.7748873851023212,5,3,0,1.0,1619.047619047619,6800.0,8,36,3
PRV54760,24,22,8083.333333333333,194000,38000,7180.387943174989,6000.0,1068.0,25632.0,5.125,123,29,5.877832342239633,5.125,123,29,5.877832342239633,4,3,1,1.0909090909090908,1577.2357723577236,8818.181818181818,8,170,18
PRV54764,13,13,11615.384615384615,151000,34000,9544.094697232607,9000.0,1068.0,13884.0,5.0,65,16,3.8944404818493075,5.0,65,16,3.8944404818493075,12,9,1,1.0,2323.076923076923,11615.384615384615,22,102,13
PRV54765,196,162,10132.65306122449,1986000,57000,9067.991330571722,7500.0,1068.0,205056.0,4.974489795918367,975,35,5.1455095927542605,4.974489795918367,975,35,5.1455095927542605,1,1,0,1.2098765432098766,2036.923076923077,12259.25925925926,2,1086,91
PRV54767,8,8,5875.0,47000,10000,3356.762896431195,6000.0,1068.0,8544.0,4.125,33,9,2.748376143938713,4.125,33,9,2.748376143938713,6,2,2,1.0,1424.2424242424242,5875.0,10,65,2
PRV54768,7,7,10285.714285714286,72000,17000,5559.20515044749,12000.0,1068.0,6408.0,4.142857142857143,29,11,3.184785258515422,4.142857142857143,29,11,3.184785258515422,6,4,1,1.0,2482.7586206896553,10285.714285714286,11,50,3
PRV54771,12,12,12583.333333333334,151000,38000,12250.8503106247,6500.0,1068.0,12816.0,4.916666666666667,59,28,7.46456274470896,4.916666666666667,59,28,7.46456274470896,9,8,1,1.0,2559.322033898305,12583.333333333334,18,94,8
PRV54772,109,100,10273.394495412844,1119800,57000,10224.866586124412,7000.0,1068.0,115344.0,6.018348623853211,656,35,5.767054661604019,6.036697247706422,658,35,5.754107398527475,18,16,7,1.09,1701.823708206687,11198.0,41,706,68
PRV54773,10,10,15600.0,156000,38000,12720.936373640983,10500.0,1068.0,9612.0,8.6,86,17,5.125101625008686,8.6,86,17,5.125101625008686,6,6,3,1.0,1813.953488372093,15600.0,15,85,9
PRV54774,5,5,12000.0,60000,33000,11895.37725337032,8000.0,1068.0,5340.0,5.4,27,11,3.5777087639996634,5.4,27,11,3.5777087639996634,4,3,0,1.0,2222.222222222222,12000.0,7,39,3
PRV54776,5,5,6000.0,30000,15000,5049.752469181039,4000.0,1068.0,5340.0,1.6,8,3,1.140175425099138,1.6,8,3,1.140175425099138,5,3,0,1.0,3750.0,6000.0,8,36,4
PRV54778,64,60,8343.75,534000,33000,7536.616962410603,6000.0,1068.0,67284.0,5.25,336,20,4.10187723187772,5.25,336,20,4.10187723187772,1,1,0,1.0666666666666667,1589.2857142857142,8900.0,2,433,32
PRV54779,9,9,12333.333333333334,111000,34000,8972.17922246318,11000.0,1068.0,9612.0,5.555555555555555,50,12,3.643868518179241,5.555555555555555,50,12,3.643868518179241,8,6,0,1.0,2220.0,12333.333333333334,14,74,7
PRV54781,71,63,10436.61971830986,741000,53000,9317.774710375857,7000.0,1068.0,74760.0,6.676056338028169,474,35,8.137698249307396,6.676056338028169,474,35,8.137698249307396,1,1,0,1.126984126984127,1563.2911392405063,11761.904761904761,2,480,36
PRV54785,2,2,12000.0,24000,17000,7071.067811865475,12000.0,1068.0,2136.0,7.0,14,13,8.48528137423857,7.0,14,13,8.48528137423857,2,1,0,1.0,1714.2857142857142,12000.0,3,18,1
PRV54787,24,23,11750.0,282000,55000,12539.50279854758,7500.0,1068.0,24564.0,4.083333333333333,98,16,3.2825847009392732,4.083333333333333,98,16,3.2825847009392732,15,12,4,1.0434782608695652,2877.5510204081634,12260.869565217392,31,176,21
PRV54789,3,3,10000.0,30000,14000,3605.5512754639894,9000.0,1068.0,3204.0,4.333333333333333,13,7,2.5166114784235836,4.333333333333333,13,7,2.5166114784235836,3,1,0,1.0,2307.6923076923076,10000.0,4,23,1
PRV54812,12,12,13000.0,156000,42000,12869.97916223502,8000.0,1068.0,12816.0,5.833333333333333,70,15,4.239067936433311,5.833333333333333,70,15,4.239067936433311,3,2,1,1.0,2228.5714285714284,13000.0,6,94,12
PRV54817,1,1,7000.0,7000,7000,0.0,7000.0,1068.0,1068.0,19.0,19,19,0.0,19.0,19,19,0.0,1,1,1,1.0,368.42105263157896,7000.0,3,9,2
PRV54818,5,5,9200.0,46000,26000,9782.63768111648,6000.0,1068.0,5340.0,3.0,15,5,1.4142135623730951,3.0,15,5,1.4142135623730951,2,1,1,1.0,3066.6666666666665,9200.0,4,37,2
PRV54819,23,21,6869.565217391304,158000,20000,3957.7811486429305,6000.0,1068.0,22428.0,4.739130434782608,109,15,4.12550152658435,4.739130434782608,109,15,4.12550152658435,4,1,3,1.0952380952380953,1449.5412844036698,7523.809523809524,8,160,18
PRV54820,1,1,12000.0,12000,12000,0.0,12000.0,1068.0,1068.0,2.0,2,2,0.0,2.0,2,2,0.0,1,0,0,1.0,6000.0,12000.0,1,9,0
PRV54821,7,7,5571.428571428572,39000,9000,2070.1966780270627,5000.0,1068.0,7476.0,4.571428571428571,32,16,5.472876844254852,4.571428571428571,32,16,5.472876844254852,1,1,0,1.0,1218.75,5571.428571428572,2,48,7
PRV54822,16,16,8500.0,136000,18000,5059.644256269407,7500.0,1068.0,17088.0,6.125,98,32,7.847504911329036,6.125,98,32,7.847504911329036,2,3,1,1.0,1387.7551020408164,8500.0,6,125,11
PRV54824,10,10,10000.0,100000,23000,5868.938953886337,7000.0,1068.0,10680.0,6.5,65,20,5.892556509887896,6.5,65,20,5.892556509887896,1,1,1,1.0,1538.4615384615386,10000.0,3,86,9
PRV54828,3,3,29333.333333333332,88000,57000,25774.66456296441,25000.0,1068.0,3204.0,13.666666666666666,41,35,18.502252115170556,13.666666666666666,41,35,18.502252115170556,3,1,1,1.0,2146.3414634146343,29333.333333333332,5,23,2
PRV54830,1,1,13000.0,13000,13000,0.0,13000.0,1068.0,1068.0,8.0,8,8,0.0,8.0,8,8,0.0,1,1,0,1.0,1625.0,13000.0,2,2,1
PRV54831,4,4,7750.0,31000,20000,8261.355820929153,4500.0,1068.0,4272.0,3.5,14,5,1.7320508075688772,3.5,14,5,1.7320508075688772,4,1,0,1.0,2214.285714285714,7750.0,5,32,1
PRV54832,5,5,17200.0,86000,54000,20921.281031523857,10000.0,1068.0,5340.0,3.8,19,7,2.3874672772626644,3.8,19,7,2.3874672772626644,4,4,1,1.0,4526.315789473684,17200.0,9,46,5
PRV54834,6,6,9500.0,57000,24000,7503.332592921628,7000.0,1068.0,6408.0,2.5,15,4,0.8366600265340756,2.5,15,4,0.8366600265340756,4,4,0,1.0,3800.0,9500.0,8,52,5
PRV54841,3,2,16666.666666666668,50000,27000,10016.652800877813,16000.0,1068.0,3204.0,3.0,9,6,2.6457513110645907,3.0,9,6,2.6457513110645907,2,1,0,1.5,5555.555555555556,25000.0,3,27,2
PRV54842,3,3,5666.666666666667,17000,11000,5507.570547286102,6000.0,1068.0,3204.0,3.3333333333333335,10,4,1.1547005383792517,3.3333333333333335,10,4,1.1547005383792517,3,2,2,1.0,1700.0,5666.666666666667,7,20,2
PRV54845,8,8,12000.0,96000,37000,10460.811222298747,9000.0,1068.0,8544.0,8.0,64,21,7.483314773547883,8.0,64,21,7.483314773547883,2,2,0,1.0,1500.0,12000.0,4,59,8
PRV54846,9,8,12444.444444444445,112000,31000,10199.400853862828,9000.0,1068.0,9612.0,2.888888888888889,26,6,2.0275875100994063,2.888888888888889,26,6,2.0275875100994063,9,5,2,1.125,4307.692307692308,14000.0,16,68,7
PRV54847,10,9,6550.0,65500,16000,3847.437819871528,5500.0,1068.0,10680.0,6.4,64,26,8.140434058861153,6.4,64,26,8.140434058861153,8,3,1,1.1111111111111112,1023.4375,7277.777777777777,12,77,3
PRV54848,24,22,9958.333333333334,239000,57000,11517.393903085911,6500.0,1068.0,24564.0,7.916666666666667,190,28,8.004980333825158,7.916666666666667,190,28,8.004980333825158,1,1,0,1.0909090909090908,1257.8947368421052,10863.636363636364,2,164,19
PRV54875,20,19,8600.0,172000,25000,7479.093668704995,6000.0,1068.0,20292.0,9.15,183,29,8.53028659973885,9.15,183,29,8.53028659973885,3,2,3,1.0526315789473684,939.8907103825137,9052.631578947368,8,159,15
PRV54876,3,3,19333.333333333332,58000,37000,15373.13674346694,12000.0,1068.0,2136.0,10.666666666666666,32,28,15.044378795195678,10.666666666666666,32,28,15.044378795195678,2,1,0,1.0,1812.5,19333.333333333332,3,24,4
PRV54878,1,1,5000.0,5000,5000,0.0,5000.0,1068.0,1068.0,1.0,1,1,0.0,1.0,1,1,0.0,1,1,0,1.0,5000.0,5000.0,2,10,1
PRV54879,60,49,9838.333333333334,590300,57000,11062.474233108616,6500.0,1068.0,61944.0,5.133333333333334,308,22,3.788773186651189,5.133333333333334,308,22,3.788773186651189,1,1,0,1.2244897959183674,1916.5584415584415,12046.938775510203,2,410,36
PRV54881,33,33,8809.09090909091,290700,35000,7305.150735797809,7000.0,1068.0,35244.0,5.696969696969697,188,17,4.027133351442814,5.696969696969697,188,17,4.027133351442814,1,1,0,1.0,1546.276595744681,8809.09090909091,2,235,16
PRV54882,32,32,9656.25,309000,34000,7982.276233692227,7000.0,1068.0,34176.0,6.3125,202,35,7.301955107167996,6.3125,202,35,7.301955107167996,27,16,6,1.0,1529.7029702970297,9656.25,49,242,24
PRV54883,1,1,13000.0,13000,13000,0.0,13000.0,1068.0,1068.0,7.0,7,7,0.0,7.0,7,7,0.0,1,0,0,1.0,1857.142857142857,13000.0,1,9,0
PRV54885,36,34,9722.222222222223,350000,41000,8660.62060168607,7000.0,1068.0,38448.0,6.694444444444445,241,35,7.413576135112603,6.694444444444445,241,35,7.413576135112603,30,21,6,1.0588235294117647,1452.2821576763486,10294.117647058823,57,272,23
PRV54889,7,7,12571.42857142857,88000,34000,10438.02572100591,8000.0,1068.0,7476.0,4.285714285714286,30,16,5.3452248382484875,4.285714285714286,30,16,5.3452248382484875,7,5,2,1.0,2933.3333333333335,12571.42857142857,14,64,7
PRV54890,4,4,14500.0,58000,44000,19739.976359323908,5500.0,1068.0,4272.0,8.75,35,26,11.528949070347508,8.75,35,26,11.528949070347508,3,2,2,1.0,1657.142857142857,14500.0,7,34,3
PRV54891,6,5,12000.0,72000,35000,11541.230437002807,9000.0,1068.0,5340.0,4.0,24,6,1.4142135623730951,4.0,24,6,1.4142135623730951,4,3,1,1.2,3000.0,14400.0,8,52,3
PRV54894,138,120,12548.550724637682,1731700,103000,14466.463787899425,8000.0,1068.0,142044.0,6.6521739130434785,918,35,7.147713813371005,6.6521739130434785,918,35,7.147713813371005,23,20,11,1.15,1886.383442265795,14430.833333333334,54,829,75
PRV54895,3,3,17666.666666666668,53000,36000,16502.525059315416,13000.0,1068.0,3204.0,9.666666666666666,29,19,8.621678104251709,9.666666666666666,29,19,8.621678104251709,3,3,2,1.0,1827.5862068965516,17666.666666666668,8,27,4
PRV54896,56,55,10553.57142857143,591000,57000,9528.750071340834,8000.0,1068.0,59808.0,5.785714285714286,324,35,5.910589220633162,5.785714285714286,324,35,5.910589220633162,1,1,0,1.018181818181818,1824.0740740740741,10745.454545454546,2,367,34
PRV54898,9,9,8000.0,72000,17000,4301.162633521313,7000.0,1068.0,9612.0,5.444444444444445,49,16,4.503085362035432,5.444444444444445,49,16,4.503085362035432,1,1,0,1.0,1469.3877551020407,8000.0,2,72,7
PRV54901,8,8,12000.0,96000,46000,14648.2568441241,6500.0,1068.0,7476.0,3.75,30,10,3.5355339059327378,3.75,30,10,3.5355339059327378,8,4,3,1.0,3200.0,12000.0,15,63,5
PRV54902,1,1,5000.0,5000,5000,0.0,5000.0,1068.0,1068.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,1.0,2500.0,5000.0,3,7,1
PRV54903,7,6,8142.857142857143,57000,17000,5145.5019654248,7000.0,1068.0,7476.0,2.142857142857143,15,5,1.4638501094227998,2.142857142857143,15,5,1.4638501094227998,1,1,0,1.1666666666666667,3800.0,9500.0,2,45,1
PRV54905,4,4,10000.0,40000,17000,4966.55480858378,8500.0,1068.0,4272.0,3.5,14,7,2.3804761428476167,3.5,14,7,2.3804761428476167,4,3,0,1.0,2857.1428571428573,10000.0,7,36,4
PRV54906,8,8,15000.0,120000,57000,17295.74679344194,8000.0,1068.0,8544.0,6.625,53,14,4.68851179556401,6.625,53,14,4.68851179556401,8,5,0,1.0,2264.1509433962265,15000.0,13,61,5
PRV54909,8,8,10625.0,85000,15000,3700.8686239082535,10000.0,1068.0,7476.0,6.625,53,16,5.1530157605591915,6.625,53,16,5.1530157605591915,7,4,0,1.0,1603.7735849056603,10625.0,11,67,7
PRV54910,3,3,6666.666666666667,20000,12000,4725.815626252609,5000.0,1068.0,3204.0,2.3333333333333335,7,3,0.5773502691896257,2.3333333333333335,7,3,0.5773502691896257,3,2,0,1.0,2857.1428571428573,6666.666666666667,5,26,2
PRV54914,14,12,7785.714285714285,109000,24000,6541.918930765139,5000.0,1068.0,14952.0,6.071428571428571,85,18,5.398921341189521,6.071428571428571,85,18,5.398921341189521,3,3,0,1.1666666666666667,1282.3529411764705,9083.333333333334,6,113,4
PRV54916,16,16,10312.5,165000,55000,12311.07225224513,8500.0,1068.0,17088.0,7.5625,121,14,3.520771695712935,7.5625,121,14,3.520771695712935,2,1,0,1.0,1363.6363636363637,10312.5,3,140,11
PRV54917,15,15,7266.666666666667,109000,13000,3881.580434135903,6000.0,1068.0,16020.0,5.866666666666666,88,35,8.642640689930253,5.866666666666666,88,35,8.642640689930253,1,1,0,1.0,1238.6363636363637,7266.666666666667,2,102,8
PRV54918,71,61,11732.394366197183,833000,83000,14116.816462724642,8000.0,1068.0,75828.0,5.014084507042254,356,29,5.545894125377747,5.014084507042254,356,29,5.545894125377747,1,1,0,1.1639344262295082,2339.887640449438,13655.737704918032,2,457,36
PRV54919,4,4,7000.0,28000,9000,2449.489742783178,7500.0,1068.0,4272.0,2.0,8,3,0.816496580927726,2.0,8,3,0.816496580927726,4,0,0,1.0,3500.0,7000.0,4,33,0
PRV54924,21,19,11190.47619047619,235000,41000,9872.279613235474,9000.0,1068.0,22428.0,5.571428571428571,117,17,4.566962103755937,5.571428571428571,117,17,4.566962103755937,5,6,1,1.105263157894737,2008.5470085470085,12368.421052631578,12,153,20
PRV54925,39,33,11692.307692307691,456000,57000,12794.229468487256,6000.0,1068.0,40584.0,4.871794871794871,190,22,4.6007979123733875,4.871794871794871,190,22,4.6007979123733875,1,1,0,1.1818181818181819,2400.0,13818.181818181818,2,283,22
PRV54926,8,8,9500.0,76000,32000,9899.494936611665,7500.0,1068.0,8544.0,5.875,47,11,3.0443155458751545,5.875,47,11,3.0443155458751545,4,4,2,1.0,1617.0212765957447,9500.0,10,65,6
PRV54929,15,15,12800.0,192000,41000,11558.546621439911,9000.0,1068.0,16020.0,7.0,105,35,8.383657572069263,7.0,105,35,8.383657572069263,12,8,3,1.0,1828.5714285714287,12800.0,23,124,9
PRV54930,5,5,5200.0,26000,10000,3633.18042491699,6000.0,1068.0,5340.0,3.8,19,8,2.7748873851023217,3.8,19,8,2.7748873851023217,5,4,0,1.0,1368.421052631579,5200.0,9,40,4
PRV54931,24,22,10083.333333333334,242000,37000,9136.247287193666,6000.0,1068.0,25632.0,8.5,204,28,7.9509365048620415,8.5,204,28,7.9509365048620415,18,11,6,1.0909090909090908,1186.2745098039215,11000.0,35,181,17
PRV54932,1,1,2000.0,2000,2000,0.0,2000.0,,0.0,5.0,5,5,0.0,5.0,5,5,0.0,1,1,0,1.0,400.0,2000.0,2,4,1
PRV54933,29,23,9206.896551724138,267000,41000,9853.858237639086,6000.0,1068.0,28836.0,5.827586206896552,169,24,5.726311237968878,5.827586206896552,169,24,5.726311237968878,2,2,0,1.2608695652173914,1579.8816568047337,11608.695652173914,4,224,25
PRV54934,18,15,9444.444444444445,170000,23000,5863.3680566139,7500.0,1068.0,18156.0,4.944444444444445,89,11,3.05772353273058,4.944444444444445,89,11,3.05772353273058,3,4,0,1.2,1910.112359550562,11333.333333333334,7,143,13
PRV54935,3,3,1000.0,3000,3000,1732.0508075688772,0.0,1068.0,3204.0,3.3333333333333335,10,5,2.0816659994661326,3.3333333333333335,10,5,2.0816659994661326,2,3,1,1.0,300.0,1000.0,6,26,3
PRV54936,131,120,8522.137404580153,1116400,57000,9673.049714592331,7000.0,1068.0,130296.0,5.67175572519084,743,35,5.974873990420993,5.67175572519084,743,35,5.974873990420993,11,11,0,1.0916666666666666,1502.557200538358,9303.333333333334,22,782,63
PRV54937,3,3,8333.333333333334,25000,11000,3055.0504633038936,9000.0,1068.0,3204.0,3.3333333333333335,10,5,1.5275252316519465,3.3333333333333335,10,5,1.5275252316519465,3,2,1,1.0,2500.0,8333.333333333334,6,22,2
PRV54942,20,18,16900.0,338000,124000,27796.061818746533,6000.0,1068.0,20292.0,5.15,103,21,4.8696157851248225,5.15,103,21,4.8696157851248225,16,6,3,1.1111111111111112,3281.5533980582522,18777.777777777777,25,159,9
PRV54943,2,2,9000.0,18000,16000,9899.494936611665,9000.0,1068.0,2136.0,3.5,7,4,0.7071067811865476,3.5,7,4,0.7071067811865476,2,1,0,1.0,2571.4285714285716,9000.0,3,18,1
PRV54949,42,35,10000.0,420000,45000,9189.07092094973,7000.0,1068.0,42720.0,6.690476190476191,281,32,5.585207357934583,6.690476190476191,281,32,5.585207357934583,2,2,0,1.2,1494.661921708185,12000.0,4,301,25
PRV54950,5,5,14200.0,71000,37000,13953.4941860453,10000.0,1068.0,5340.0,12.2,61,27,10.059821071967434,12.2,61,27,10.059821071967434,5,4,1,1.0,1163.9344262295083,14200.0,10,45,5
PRV54952,12,12,11833.333333333334,142000,79000,21510.392132570938,5000.0,1068.0,11748.0,6.0,72,26,7.722458393307383,6.0,72,26,7.722458393307383,10,6,2,1.0,1972.2222222222222,11833.333333333334,18,88,6
PRV54955,205,191,10234.146341463415,2098000,57000,9438.33468601034,8000.0,1068.0,209328.0,6.029268292682927,1236,35,6.280152517132883,6.019512195121951,1234,35,6.284872107524448,3,3,0,1.0732984293193717,1700.162074554295,10984.293193717278,6,1124,86
PRV54959,7,6,8142.857142857143,57000,12000,2544.8360411214067,8000.0,1068.0,7476.0,9.142857142857142,64,22,6.229729031789731,9.142857142857142,64,22,6.229729031789731,7,6,0,1.1666666666666667,890.625,9500.0,13,62,8
PRV54963,1,1,13000.0,13000,13000,0.0,13000.0,1068.0,1068.0,3.0,3,3,0.0,3.0,3,3,0.0,1,1,1,1.0,4333.333333333333,13000.0,3,7,1
PRV54965,9,9,13333.333333333334,120000,55000,15968.719422671313,9000.0,1068.0,9612.0,4.888888888888889,44,9,2.4209731743889917,4.888888888888889,44,9,2.4209731743889917,8,5,1,1.0,2727.2727272727275,13333.333333333334,14,73,6
PRV54968,10,8,11200.0,112000,57000,16226.179121681385,6500.0,1068.0,10680.0,2.8,28,6,1.8135294011647258,2.8,28,6,1.8135294011647258,6,4,1,1.25,4000.0,14000.0,11,85,6
PRV54970,6,6,5666.666666666667,34000,15000,4718.756898449703,3500.0,1068.0,6408.0,2.0,12,3,0.8944271909999159,2.0,12,3,0.8944271909999159,4,2,0,1.0,2833.3333333333335,5666.666666666667,6,51,3
PRV54971,52,43,8692.307692307691,452000,47000,8914.712363891505,6000.0,1068.0,53400.0,5.884615384615385,306,27,5.896671863420646,5.884615384615385,306,27,5.896671863420646,2,2,1,1.2093023255813953,1477.124183006536,10511.627906976744,5,363,33
PRV54973,9,9,4777.777777777777,43000,10000,3231.786571610886,5000.0,1068.0,9612.0,4.0,36,7,2.0615528128088303,4.0,36,7,2.0615528128088303,8,5,1,1.0,1194.4444444444443,4777.777777777777,14,53,6
PRV54977,5,5,15600.0,78000,28000,9016.65126307988,12000.0,1068.0,5340.0,4.2,21,8,2.3874672772626644,4.2,21,8,2.3874672772626644,5,3,1,1.0,3714.285714285714,15600.0,9,34,2
PRV54981,81,76,10037.037037037036,813000,57000,10974.338755073635,6000.0,1068.0,84372.0,6.444444444444445,522,35,6.78969807870718,6.444444444444445,522,35,6.78969807870718,1,2,1,1.0657894736842106,1557.471264367816,10697.368421052632,4,523,54
PRV54986,153,148,10054.248366013071,1538300,85000,10476.050298607826,7000.0,1068.0,156996.0,5.934640522875817,908,26,5.004830827645136,5.934640522875817,908,26,5.004830827645136,20,22,12,1.0337837837837838,1694.1629955947137,10393.918918918918,54,920,83
PRV54990,4,4,10750.0,43000,27000,10965.856099730654,6500.0,1068.0,4272.0,5.0,20,10,3.7416573867739413,5.0,20,10,3.7416573867739413,4,1,1,1.0,2150.0,10750.0,6,35,2
PRV54993,8,8,21725.0,173800,92000,30645.053201361647,9000.0,1068.0,8544.0,6.75,54,15,4.399675312695569,6.75,54,15,4.399675312695569,7,4,0,1.0,3218.5185185185187,21725.0,11,63,8
PRV54997,5,5,6400.0,32000,15000,4827.007354458869,4000.0,1068.0,5340.0,4.4,22,5,0.8944271909999159,4.4,22,5,0.8944271909999159,4,4,1,1.0,1454.5454545454545,6400.0,9,43,3
PRV54998,59,51,8983.050847457627,530000,33000,6919.466606470444,7000.0,1068.0,61944.0,5.6440677966101696,333,24,5.064285740782198,5.6440677966101696,333,24,5.064285740782198,1,1,1,1.1568627450980393,1591.5915915915916,10392.156862745098,3,393,31
PRV54999,3,3,13333.333333333334,40000,16000,2309.401076758503,12000.0,1068.0,3204.0,13.333333333333334,40,33,17.09775813764288,13.333333333333334,40,33,17.09775813764288,3,2,0,1.0,1000.0,13333.333333333334,5,25,2
PRV55000,86,85,11387.209302325582,979300,49000,11224.76040893658,8000.0,1068.0,89712.0,6.383720930232558,549,35,6.2781949534993755,6.383720930232558,549,35,6.2781949534993755,30,27,11,1.011764705882353,1783.7887067395263,11521.176470588236,68,581,50
PRV55003,5,5,11160.0,55800,28000,11078.267012488912,10000.0,1068.0,5340.0,3.2,16,6,1.7888543819998317,3.2,16,6,1.7888543819998317,5,3,0,1.0,3487.5,11160.0,8,44,4
PRV55004,3,3,12666.666666666666,38000,23000,10016.652800877813,12000.0,1068.0,2136.0,4.333333333333333,13,8,3.511884584284246,4.333333333333333,13,8,3.511884584284246,3,3,0,1.0,2923.076923076923,12666.666666666666,6,22,5
PRV55005,56,56,8928.57142857143,500000,42000,8234.864116243025,6500.0,1068.0,58740.0,5.125,287,35,5.5105271155225335,5.125,287,35,5.5105271155225335,2,2,0,1.0,1742.1602787456445,8928.57142857143,4,381,27
PRV55006,3,3,6333.333333333333,19000,10000,3511.8845842842466,6000.0,1068.0,3204.0,5.0,15,10,4.358898943540674,5.0,15,10,4.358898943540674,2,1,1,1.0,1266.6666666666667,6333.333333333333,4,24,1
PRV55018,63,60,9714.285714285714,612000,49000,9367.80445828496,7000.0,1068.0,67284.0,5.2063492063492065,328,23,4.7761461389497075,5.158730158730159,325,23,4.628823961301719,2,2,0,1.05,1883.076923076923,10200.0,4,423,41
PRV55019,158,133,11571.518987341773,1828300,57000,11270.242039981422,8000.0,1068.0,167676.0,5.822784810126582,920,28,5.143196591258039,5.822784810126582,920,28,5.143196591258039,3,3,0,1.1879699248120301,1987.2826086956522,13746.616541353384,6,930,82
PRV55022,76,67,9276.315789473685,705000,57000,9731.87023370195,7000.0,1068.0,80100.0,5.197368421052632,395,35,5.944229104696657,5.197368421052632,395,35,5.944229104696657,3,4,0,1.1343283582089552,1784.8101265822784,10522.388059701492,7,500,39
PRV55023,34,29,12000.0,408000,57000,10525.58211159263,10000.0,1068.0,34176.0,7.794117647058823,265,35,8.495201539566967,7.794117647058823,265,35,8.495201539566967,2,2,1,1.1724137931034482,1539.622641509434,14068.965517241379,5,262,23
PRV55024,3,3,6000.0,18000,8000,1732.0508075688772,5000.0,1068.0,3204.0,2.0,6,4,1.7320508075688772,2.0,6,4,1.7320508075688772,3,1,0,1.0,3000.0,6000.0,4,28,2
PRV55027,13,13,11692.307692307691,152000,57000,14285.100719424505,8000.0,1068.0,13884.0,5.230769230769231,68,22,6.784220001270671,5.230769230769231,68,22,6.784220001270671,9,5,1,1.0,2235.294117647059,11692.307692307691,15,99,9
PRV55028,20,17,9940.0,198800,51000,11032.411579666428,6000.0,1068.0,20292.0,6.7,134,18,4.39018043029285,6.7,134,18,4.39018043029285,1,1,0,1.1764705882352942,1483.5820895522388,11694.117647058823,2,155,13
PRV55029,14,14,9642.857142857143,135000,22000,5555.415138640618,9000.0,1068.0,13884.0,4.285714285714286,60,11,2.584824690635456,4.285714285714286,60,11,2.584824690635456,10,6,1,1.0,2250.0,9642.857142857143,17,107,9
PRV55030,73,56,9931.506849315068,725000,57000,9787.078736674652,7000.0,1068.0,74760.0,5.917808219178082,432,24,5.317041326029852,5.917808219178082,432,24,5.317041326029852,1,1,0,1.3035714285714286,1678.2407407407406,12946.42857142857,2,509,37
PRV55031,4,4,10250.0,41000,19000,6075.908711186061,8500.0,1068.0,4272.0,5.75,23,6,0.4999999999999999,5.75,23,6,0.4999999999999999,3,2,1,1.0,1782.608695652174,10250.0,6,31,3
PRV55032,1,1,5000.0,5000,5000,0.0,5000.0,1068.0,1068.0,1.0,1,1,0.0,1.0,1,1,0.0,1,0,0,1.0,5000.0,5000.0,1,3,0
PRV55034,26,25,10669.23076923077,277400,48000,10698.626799015627,7000.0,1068.0,24564.0,4.923076923076923,128,26,4.947104825435393,4.923076923076923,128,26,4.947104825435393,1,1,0,1.04,2167.1875,11096.0,2,193,24
PRV55037,11,11,10545.454545454546,116000,26000,7853.198537712343,10000.0,1068.0,10680.0,5.454545454545454,60,14,3.8823610435825353,5.454545454545454,60,14,3.8823610435825353,9,5,2,1.0,1933.3333333333333,10545.454545454546,16,85,8
